p_lat,p_long,num_pickups,total_revenue,average_passinger
40.7297,-74.01,162,1767.5,1.62345679
40.7883,-73.9763,162,1837.5,1.62345679
40.7656,-73.9837,162,2228.5,1.759259259
40.7775,-73.9489,162,2263,1.740740741
40.7407,-74.0079,162,2108,1.956790123
40.7299,-73.999,162,2045,1.765432099
40.7256,-73.9966,162,2099.5,1.604938272
40.7476,-73.987,162,2080,1.820987654
40.7213,-73.9884,162,2055,1.919753086
40.7308,-74.0045,162,1891.5,1.777777778
40.7414,-73.9897,162,1984,1.734567901
40.7082,-73.9399,162,2124,1.648148148
40.7617,-73.9905,162,2173,1.549382716
40.7614,-73.9904,161,2038,1.670807453
40.7184,-73.9855,161,1925.5,2.124223602
40.7638,-73.9589,161,1806.5,1.832298137
40.7352,-73.9858,161,1864,1.602484472
40.7394,-74.008,161,2106.5,1.888198758
40.7524,-73.9779,161,1787.5,1.546583851
40.7295,-73.984,161,1813.5,1.652173913
40.7442,-73.9836,161,1974.5,1.863354037
40.7485,-73.9762,161,1748,1.559006211
40.7561,-73.9874,161,1948,1.583850932
40.7311,-73.9829,161,2153.5,1.614906832
40.7694,-73.9894,161,2026.5,1.869565217
40.759,-73.9887,161,2176,1.645962733
40.7554,-73.9874,161,1866.5,1.633540373
40.7604,-73.9851,161,2046.5,1.559006211
40.7248,-73.9943,161,1934,1.726708075
40.7408,-74.0074,161,1995.5,1.546583851
40.7797,-73.9556,161,1800.5,1.577639752
40.7779,-73.9519,161,1802,1.47826087
40.734,-73.9887,161,1901.5,1.670807453
40.758,-73.9663,161,1914,1.552795031
40.7257,-74.0075,161,2146,1.565217391
40.7482,-73.9846,161,1638,1.900621118
40.7519,-73.9772,161,1899.5,1.670807453
40.7556,-73.9761,161,1502,1.472049689
40.7594,-73.9681,161,2178,1.900621118
40.7483,-73.9846,161,1747.5,1.751552795
40.7215,-74.0047,161,2147.5,1.527950311
40.7452,-73.9756,161,2055,1.819875776
40.7604,-73.9835,161,1862,1.658385093
40.7428,-74.0077,161,2160,1.527950311
40.7355,-73.9827,161,1793,1.689440994
40.727,-74.0002,161,2006,1.98136646
40.7531,-73.9966,161,2174,1.844720497
40.7323,-73.9877,161,1897.5,1.844720497
40.7582,-73.9663,161,1718,1.453416149
40.7604,-73.9914,161,2058,1.51552795
40.7647,-73.9842,161,2183,1.745341615
40.7202,-73.9938,161,2230.5,1.689440994
40.7222,-73.9867,161,2320,1.906832298
40.7745,-73.9482,161,2469,1.888198758
40.7348,-74.0022,161,2219,1.826086957
40.7305,-73.9891,161,2156,1.776397516
40.7186,-74.0005,161,2395,1.50931677
40.7653,-73.9875,161,1998.5,1.720496894
40.7422,-74.0059,161,2146,1.919254658
40.7566,-73.9895,161,2117.5,1.670807453
40.7171,-73.9566,161,2144.5,1.602484472
40.756,-73.9834,161,2182.5,1.850931677
40.7344,-74.0028,161,2011,1.608695652
40.7586,-73.9929,161,2171,1.683229814
40.7226,-73.98,161,2136.5,1.50931677
40.7384,-73.988,161,1899.5,1.720496894
40.7608,-73.9627,161,2198,1.447204969
40.7638,-73.9962,161,2056,1.683229814
40.7576,-73.9893,161,2616.88,1.645962733
40.7146,-74.0082,161,2395,1.900621118
40.7867,-73.9777,161,1790.5,1.689440994
40.7285,-74.0054,161,2165,1.583850932
40.7835,-73.9477,161,1917.5,1.49689441
40.7557,-73.9763,161,1897.5,1.602484472
40.7619,-73.9791,161,2010.5,1.664596273
40.7794,-73.9773,161,2301,1.645962733
40.7643,-73.9921,161,2223.5,1.677018634
40.7555,-73.9911,161,2237,1.795031056
40.7661,-73.9873,161,1829,1.52173913
40.7507,-73.9907,161,2005.5,1.708074534
40.7599,-73.9839,161,1891.5,1.664596273
40.7563,-73.9867,161,2021,1.695652174
40.7429,-74.0042,161,1848,1.48447205
40.7354,-73.994,161,1972.5,1.51552795
40.7204,-73.9943,161,2183.5,1.658385093
40.7574,-73.9695,161,2189,1.869565217
40.7488,-73.9873,161,2242.5,1.658385093
40.7117,-73.9441,161,1900,1.621118012
40.761,-73.9983,161,2228,1.720496894
40.7522,-73.9779,161,1904.5,1.726708075
40.8215,-73.9542,161,2191,1.552795031
40.7362,-73.9791,161,2073,1.664596273
40.7197,-74.0069,161,1909.5,1.708074534
40.7401,-73.9863,161,1994,1.726708075
40.7478,-73.9848,161,1556.5,1.788819876
40.7204,-73.9844,161,2047,1.863354037
40.7283,-73.9878,161,2290,1.788819876
40.7296,-73.9933,161,2164,1.863354037
40.7294,-74.0011,161,2326,1.770186335
40.748,-73.9869,161,2022,1.881987578
40.7537,-73.985,161,2123,1.751552795
40.7211,-73.9874,161,2187,2.105590062
40.7604,-73.987,161,2299,1.881987578
40.7434,-73.9882,160,1706.5,1.96875
40.7569,-73.9668,160,1846,1.9
40.7406,-74.0067,160,1930.5,1.89375
40.7321,-73.9845,160,2033.5,1.60625
40.7411,-74.0083,160,1988.5,1.6375
40.735,-73.9906,160,2260.5,1.65625
40.7338,-73.9909,160,1981,1.825
40.7153,-73.9923,160,2080.5,1.79375
40.7694,-73.958,160,1988.5,1.5
40.7291,-73.9812,160,1972,1.5375
40.7339,-73.9887,160,1974.5,1.65625
40.8029,-73.9638,160,1581,1.59375
40.7382,-73.9854,160,1623,2.18125
40.7601,-73.9841,160,1994.5,1.75
40.8012,-73.968,160,2012,1.58125
40.7692,-73.982,160,1999,1.875
40.7394,-74.0072,160,2129,1.9625
40.7272,-74.0005,160,2058,1.9
40.7442,-73.9856,160,2089.5,1.89375
40.7079,-73.9399,160,2046.5,1.74375
40.7813,-73.9798,160,2076.5,1.375
40.7352,-73.9797,160,1785.5,1.925
40.7549,-73.9845,160,1735.5,1.41875
40.714,-73.9558,160,2030,1.65
40.7499,-73.9921,160,1886,1.55625
40.7141,-73.9491,160,1760.5,1.54375
40.7212,-74.0046,160,2159.5,1.65625
40.7352,-74.002,160,1920,1.49375
40.801,-73.968,160,2225,1.975
40.7277,-73.9883,160,2086.5,1.875
40.7445,-73.9918,160,2264,1.80625
40.7623,-73.96,160,1864.5,1.6875
40.7339,-73.9886,160,1941.5,1.65625
40.7251,-73.9902,160,2292,1.8875
40.7437,-73.9882,160,1758,1.7875
40.7627,-73.9712,160,1835.5,1.775
40.727,-73.9797,160,1885.5,1.8375
40.769,-73.9819,160,1888,1.44375
40.751,-73.9871,160,2225.5,1.875
40.7226,-73.9885,160,2401,1.64375
40.7697,-73.9547,160,1788.5,1.60625
40.7216,-73.9875,160,2213.5,1.8625
40.7595,-73.9957,160,1939,1.69375
40.732,-74.0014,160,2163,1.78125
40.7437,-73.9834,160,1720.5,2.1125
40.7407,-73.9789,160,1727,1.70625
40.7478,-73.9738,160,1891,1.44375
40.7232,-73.9896,160,2453,1.99375
40.7209,-73.9812,160,2357.5,1.56875
40.7183,-73.9884,160,2148.5,1.58125
40.7251,-73.9954,160,2057.5,2.24375
40.7515,-73.9978,160,1785.5,1.80625
40.7555,-73.9875,160,1876,1.725
40.7252,-73.9811,160,2068,1.75
40.7624,-73.9719,160,1781,1.6875
40.7673,-73.9958,160,2335,1.63125
40.7467,-73.9858,160,1812.5,1.88125
40.7148,-73.9997,160,1815.5,2.05
40.7566,-73.9926,160,2023.5,1.825
40.721,-73.9981,160,1859,1.93125
40.732,-73.982,160,1703.5,1.65625
40.7199,-74.0087,160,2163,1.50625
40.7477,-73.9862,160,2115,1.8625
40.7387,-74.0082,160,1848,1.775
40.7405,-73.9946,160,1782.5,1.6875
40.7272,-73.9886,160,1960,1.525
40.7249,-73.9952,160,2274,1.53125
40.7419,-73.9851,160,1755.5,1.79375
40.76,-73.9842,160,1874,1.86875
40.7657,-73.9835,159,1818.5,2.044025157
40.7361,-73.9791,159,1985.5,1.754716981
40.731,-73.9887,159,1913,1.855345912
40.7275,-73.9936,159,1809,1.490566038
40.8044,-73.9668,159,2212.5,1.433962264
40.7391,-74.0012,159,2143,1.893081761
40.7297,-74.0101,159,1931,1.754716981
40.7406,-74.0018,159,1803.5,1.805031447
40.7186,-73.9947,159,2227.5,1.773584906
40.7486,-73.989,159,1754,1.616352201
40.7548,-73.9952,159,2292.5,2.025157233
40.7495,-73.9837,159,1854.5,1.603773585
40.7271,-73.9805,159,1916,1.943396226
40.7588,-73.9923,159,2005.5,1.735849057
40.7291,-73.9921,159,2030.5,1.691823899
40.7385,-73.9875,159,1989,1.786163522
40.7294,-74.0016,159,2077,1.647798742
40.7295,-73.978,159,1961.5,1.811320755
40.732,-74.0034,159,1895.5,1.628930818
40.7475,-73.9858,159,1916.5,2.037735849
40.8216,-73.9542,159,2112,1.559748428
40.7389,-74.0064,159,2009.5,1.798742138
40.7424,-74.0046,159,1971.5,1.830188679
40.7392,-74.0031,159,1935.5,1.704402516
40.7167,-74.0083,159,2312.5,1.874213836
40.7309,-74.0068,159,1846,1.660377358
40.7627,-73.9822,159,1915.5,1.51572327
40.7257,-74.0057,159,1795,1.672955975
40.733,-74.0065,159,1941,1.635220126
40.7201,-73.9845,159,2172,1.805031447
40.7352,-74.01,159,2017,1.86163522
40.7209,-73.9957,159,1999,1.647798742
40.7564,-73.9897,159,2693.5,1.698113208
40.7443,-73.9959,159,1987.5,1.754716981
40.7437,-73.996,159,1902,2.050314465
40.7185,-74.0005,159,1884.5,1.748427673
40.7187,-73.9899,159,2003,1.798742138
40.7715,-73.9831,159,1851,1.622641509
40.7352,-74.0003,159,1780,1.779874214
40.724,-73.9881,159,2080.5,1.603773585
40.732,-73.9883,159,1737,1.578616352
40.7212,-73.9965,159,1794,1.742138365
40.7413,-74.0074,159,2057.5,1.761006289
40.7226,-73.997,159,1980,2
40.724,-73.9882,159,2007,1.534591195
40.7379,-74.0043,159,1874,1.811320755
40.7191,-74.0048,159,2460.5,1.779874214
40.7254,-73.99,159,2203.5,1.805031447
40.785,-73.9771,159,2037,1.716981132
40.72,-73.9934,159,2377,1.509433962
40.7768,-73.9554,159,1930,1.603773585
40.7558,-73.9868,159,2183.5,1.691823899
40.7312,-73.9884,159,1762.5,1.836477987
40.7606,-73.9645,159,2197,1.490566038
40.7785,-73.9821,159,2048,1.628930818
40.727,-74.0034,159,1918,1.578616352
40.7499,-73.9838,159,2171.5,1.597484277
40.7472,-73.9898,159,2642,1.698113208
40.7575,-73.9696,159,1946.5,1.924528302
40.7409,-73.9878,159,2010.5,1.761006289
40.7389,-74.0005,159,2204,1.786163522
40.7407,-73.9981,159,2233,1.899371069
40.7254,-73.9966,159,2231.5,1.635220126
40.7304,-73.9832,159,1985,2
40.7138,-73.9494,159,1780.5,1.685534591
40.7564,-73.9907,159,1682.25,1.65408805
40.764,-73.9961,159,1918,2.056603774
40.7224,-73.9916,159,1763,1.729559748
40.7265,-73.9831,159,2033.5,1.987421384
40.7586,-73.9659,159,1725.5,1.635220126
40.7309,-73.9888,159,2177.5,2.220125786
40.732,-73.9902,159,1993.5,1.559748428
40.7803,-73.9499,159,1640.5,1.553459119
40.7378,-74.0045,159,2020,1.874213836
40.7493,-73.9922,159,2309.5,1.628930818
40.7625,-73.9681,159,1950.5,1.72327044
40.7418,-74.0043,158,2080.5,1.683544304
40.7322,-73.9962,158,1969,1.670886076
40.7605,-73.9839,158,1934,1.740506329
40.73,-73.993,158,2102.5,1.670886076
40.7471,-73.9771,158,1766.5,1.632911392
40.7431,-73.9842,158,1900,1.905063291
40.7512,-73.9869,158,2013.5,1.607594937
40.7435,-73.9836,158,1726,1.829113924
40.745,-73.9979,158,2382.5,2.03164557
40.7404,-74.0041,158,1984.5,1.892405063
40.7389,-73.9829,158,1612.5,1.626582278
40.7478,-73.9892,158,2202,1.753164557
40.7633,-73.9963,158,1922,1.860759494
40.7213,-73.9883,158,2289,1.740506329
40.7272,-73.9936,158,1566,1.772151899
40.711,-73.9508,158,1589.5,1.791139241
40.7428,-74.0004,158,1830,1.765822785
40.7487,-73.9873,158,2122,1.639240506
40.7201,-73.9935,158,2117.5,2.056962025
40.7626,-73.983,158,2023.5,1.848101266
40.6848,-73.9918,158,2061,1.537974684
40.7517,-73.9708,158,1919.5,1.607594937
40.7373,-73.9886,158,1898.5,1.791139241
40.7866,-73.9781,158,1815.5,1.727848101
40.7425,-73.9968,158,1843.5,1.683544304
40.7184,-73.9854,158,2105.5,1.955696203
40.7626,-73.9861,158,2167.5,2.018987342
40.7476,-73.986,158,1904,1.82278481
40.7536,-73.9695,158,2012.5,1.816455696
40.7804,-73.9499,158,2036,1.683544304
40.7303,-73.9927,158,1980.5,1.867088608
40.7144,-73.9998,158,1783,1.85443038
40.719,-73.9888,158,2024,1.936708861
40.7694,-73.9579,158,1893,1.588607595
40.7262,-73.9916,158,1719.5,1.607594937
40.7484,-73.9881,158,2129.5,1.746835443
40.7497,-73.988,158,1901,1.715189873
40.7512,-73.9909,158,2073.5,1.493670886
40.8041,-73.9665,158,1511,1.474683544
40.7198,-73.9927,158,2144,1.727848101
40.7558,-73.9761,158,1491,1.303797468
40.7522,-73.9784,158,1721.5,1.493670886
40.7321,-73.9879,158,1830,1.943037975
40.7834,-73.9781,158,1885.5,1.683544304
40.7422,-73.9746,158,2014.5,1.594936709
40.7392,-74.001,158,2077.5,1.810126582
40.7567,-73.9941,158,2037.5,1.462025316
40.7261,-73.9921,158,1896,1.82278481
40.7572,-73.9895,158,2384,1.670886076
40.7484,-73.9846,158,1640,1.879746835
40.7273,-73.9828,158,1952.5,1.905063291
40.7571,-73.9672,158,1957.5,1.588607595
40.7684,-73.9854,158,1852,1.810126582
40.7712,-73.9833,158,2064.5,1.683544304
40.7336,-73.9871,158,1886,1.911392405
40.7341,-73.9892,158,2018,1.683544304
40.7587,-73.9886,158,2441.5,1.658227848
40.7229,-73.9885,158,2009,2.082278481
40.7285,-73.9875,158,2107,1.620253165
40.7596,-73.9651,158,1778.5,1.867088608
40.7605,-73.991,158,2239,1.841772152
40.7327,-73.9855,158,2036,1.917721519
40.7855,-73.9729,158,1987.5,1.772151899
40.7342,-73.9993,158,1803,1.658227848
40.7621,-73.9601,158,2158,1.588607595
40.7566,-73.9905,158,2117,1.835443038
40.7554,-73.9912,158,2149,1.550632911
40.7636,-73.9813,158,2284,1.791139241
40.7237,-73.9509,158,1976.5,1.848101266
40.7467,-73.9975,158,1939,1.518987342
40.7633,-73.9853,158,1933,1.64556962
40.7529,-73.9855,158,1920.5,1.85443038
40.7292,-73.9889,158,2183.5,1.734177215
40.745,-73.9977,158,1987,1.582278481
40.686,-73.9909,158,2193.5,1.82278481
40.6486,-73.7831,158,7096.5,1.449367089
40.7405,-74.0021,158,1926,1.778481013
40.7493,-73.992,158,2053,1.746835443
40.7361,-73.9938,158,1834,1.613924051
40.7556,-73.991,158,2407.5,1.696202532
40.7375,-73.9883,158,1928.5,1.860759494
40.7484,-73.9926,158,2284,1.664556962
40.7458,-73.9943,158,1659,1.569620253
40.7334,-73.9876,158,1695.5,1.765822785
40.7588,-73.9848,158,1646.5,1.860759494
40.7255,-73.9964,158,2250,1.518987342
40.7564,-73.9942,158,2180,1.753164557
40.7376,-73.9973,157,2066,1.707006369
40.7492,-73.992,157,2115,1.828025478
40.726,-73.9775,157,1780.5,1.910828025
40.7597,-73.9956,157,2008.5,1.656050955
40.7732,-73.9552,157,1649,1.592356688
40.7596,-73.9957,157,1903,1.668789809
40.7264,-73.9959,157,2083.5,1.433121019
40.7138,-74.009,157,2180,1.649681529
40.7675,-73.9862,157,2151.5,1.522292994
40.7628,-73.9821,157,2299.5,1.687898089
40.7564,-73.9979,157,1907.5,1.643312102
40.774,-73.9485,157,2193,1.668789809
40.6471,-73.7896,157,6924,1.923566879
40.7609,-73.9944,157,1699,1.541401274
40.7229,-73.9879,157,1739.5,1.732484076
40.647,-73.7894,157,6765,1.579617834
40.7477,-73.9967,157,1771,1.74522293
40.7648,-73.9843,157,2128.5,1.78343949
40.747,-73.9972,157,1874.5,1.611464968
40.7512,-73.9908,157,1889,1.445859873
40.7254,-73.9928,157,1745.5,1.904458599
40.7215,-73.9937,157,2011.5,1.52866242
40.7623,-73.9864,157,2006.5,1.598726115
40.6869,-73.9904,157,2084,1.414012739
40.7514,-73.9979,157,1798.5,1.649681529
40.7483,-73.9762,157,1703,1.47133758
40.7346,-73.9987,157,1741.5,1.777070064
40.7419,-73.9852,157,1899,1.929936306
40.736,-73.9936,157,1886.5,1.585987261
40.761,-73.9873,157,2362,1.898089172
40.7189,-74.0052,157,2186.5,1.675159236
40.7685,-73.9846,157,2262,1.732484076
40.7469,-74.0047,157,1861,1.554140127
40.7447,-73.9759,157,1493.5,1.713375796
40.7361,-73.9911,157,2167,2.044585987
40.7397,-74.0061,157,1906.5,1.611464968
40.7291,-74.0025,157,1812.5,2.089171975
40.8043,-73.9666,157,1947.5,1.713375796
40.7504,-73.9949,157,2114,1.770700637
40.7244,-73.9906,157,1926.5,1.713375796
40.7659,-73.9833,157,2252,1.815286624
40.7481,-73.9851,157,1646.5,1.74522293
40.7851,-73.9769,157,1861.5,1.624203822
40.7441,-73.9841,157,1635.5,1.815286624
40.7281,-74.003,157,2050,1.662420382
40.7207,-74.0051,157,2107,1.961783439
40.6457,-73.7767,157,7332,1.949044586
40.7434,-73.9961,157,1843,1.828025478
40.7416,-74.0013,157,2292.5,1.834394904
40.7691,-73.985,157,1979.5,1.324840764
40.7194,-73.9913,157,2113,1.605095541
40.6866,-73.9905,157,2078,1.72611465
40.7813,-73.9797,157,2031,1.719745223
40.7402,-73.9984,157,2049.01,1.955414013
40.7291,-74.0013,157,2320,1.853503185
40.7206,-73.994,157,2114.5,1.675159236
40.7618,-73.9901,157,1883,1.878980892
40.7394,-74.0073,157,1839.5,2.178343949
40.7336,-74.0021,157,2288.5,1.656050955
40.7282,-73.9847,157,1960,1.78343949
40.7466,-73.9937,157,2394,1.732484076
40.7779,-73.9518,157,1825,1.713375796
40.7443,-73.9762,157,1513,1.738853503
40.7597,-73.9841,157,1888,1.751592357
40.711,-73.9513,157,2048.5,1.350318471
40.7739,-73.9546,157,1846.4,1.668789809
40.7798,-73.9502,157,1868,1.636942675
40.7508,-73.9869,157,2153.5,1.700636943
40.7639,-73.9589,157,1875,1.681528662
40.7518,-73.9708,157,1953.5,1.656050955
40.7436,-73.9798,157,1879,2.012738854
40.7332,-74.0065,157,1791.5,1.414012739
40.7869,-73.9777,157,1899.5,1.707006369
40.7222,-74.004,157,2334,2.044585987
40.7359,-73.9852,157,1759,1.936305732
40.804,-73.967,157,2069.5,1.789808917
40.733,-74.0074,157,1845,1.675159236
40.7477,-73.9874,157,2147.5,1.942675159
40.7627,-73.9933,157,1916.5,1.668789809
40.7412,-74.0054,157,1944,1.656050955
40.752,-73.9771,157,2069.5,1.687898089
40.7562,-73.9867,157,2188.5,1.751592357
40.7378,-74.0003,157,2003.5,1.547770701
40.7279,-74.003,157,2047.5,1.713375796
40.726,-74.0083,157,1855.5,1.72611465
40.7448,-73.9952,157,1730,1.617834395
40.7405,-74.0066,157,2051,1.76433121
40.7563,-73.9868,157,1962,1.910828025
40.7447,-73.989,157,1886,1.719745223
40.7337,-74.003,156,2038.5,1.442307692
40.7247,-73.9783,156,2197,1.666666667
40.757,-73.9895,156,2164.5,1.871794872
40.7413,-74.0053,156,1908,1.826923077
40.7215,-74.0046,156,1824,1.487179487
40.7372,-74.0007,156,2098.5,1.692307692
40.764,-73.9849,156,2059.5,1.769230769
40.7764,-73.953,156,1691,1.967948718
40.738,-73.9921,156,1904,1.570512821
40.7644,-73.9881,156,1841,1.903846154
40.7734,-73.9601,156,1796.5,1.782051282
40.7403,-74.0062,156,1905,1.628205128
40.7233,-73.9885,156,2107,1.807692308
40.7575,-73.9901,156,2057.5,1.75
40.7331,-73.9868,156,1983.5,1.762820513
40.7632,-73.9829,156,2026,1.769230769
40.7752,-73.9821,156,1916,1.756410256
40.729,-73.9887,156,2063.5,1.865384615
40.7591,-73.9685,156,1843,1.762820513
40.7223,-73.9919,156,1900,1.352564103
40.7576,-73.9859,156,1910,1.884615385
40.749,-73.9881,156,1856,1.852564103
40.7636,-73.9887,156,2221.5,1.91025641
40.771,-73.9538,156,1640,1.621794872
40.755,-73.9683,156,1933,1.756410256
40.7881,-73.9766,156,1876,1.583333333
40.7252,-73.9814,156,2000.5,1.801282051
40.743,-74.006,156,1878.5,1.884615385
40.7427,-74.0038,156,1768.5,1.698717949
40.7512,-73.9907,156,2083,1.493589744
40.7191,-73.9904,156,2029,1.628205128
40.7225,-73.9832,156,2028,1.628205128
40.7374,-74.0049,156,1917.5,1.724358974
40.7553,-73.995,156,2202.5,1.705128205
40.7652,-73.9879,156,1915.5,1.608974359
40.7391,-73.9835,156,1391,1.91025641
40.7321,-74.0015,156,1879,1.865384615
40.7945,-73.972,156,1885.5,1.653846154
40.766,-73.9835,156,2189.5,1.621794872
40.759,-73.9883,156,2363.5,1.653846154
40.7458,-73.9784,156,1827.5,1.679487179
40.7243,-73.9926,156,1832.5,1.897435897
40.7458,-73.9944,156,1601.5,1.737179487
40.7202,-73.9888,156,1995.5,1.980769231
40.7635,-73.9855,156,1952,1.807692308
40.7201,-73.9898,156,1909.5,1.871794872
40.7593,-73.9681,156,2054.5,1.801282051
40.7413,-73.9868,156,1463,1.474358974
40.7417,-74.0042,156,1849,1.83974359
40.7683,-73.9849,156,1839.5,1.826923077
40.7736,-73.9598,156,1757.5,1.41025641
40.7147,-74.0081,156,2355,2
40.722,-74.0053,156,1980.5,1.551282051
40.7402,-73.9866,156,1763.5,1.724358974
40.7417,-74.0045,156,2030,1.788461538
40.7314,-73.9823,156,1902,1.435897436
40.7285,-74.0051,156,2146,1.794871795
40.7442,-73.9917,156,1749,1.673076923
40.7354,-73.99,156,1980,1.724358974
40.7187,-73.9904,156,1969,1.769230769
40.7644,-73.992,156,2009,1.897435897
40.7629,-73.9974,156,2062,1.596153846
40.724,-73.9927,156,2038,1.641025641
40.7329,-73.99,156,1801,1.756410256
40.7259,-74.0082,156,1715,1.775641026
40.7381,-73.9881,156,2043,1.762820513
40.7438,-73.9892,156,2001.5,1.91025641
40.7257,-73.9778,156,1851.5,1.826923077
40.7639,-73.9961,156,1998,1.782051282
40.7588,-73.9889,156,2162.5,1.923076923
40.7414,-74.0086,156,2396,2.019230769
40.7483,-73.988,156,1945.5,1.75
40.7854,-73.9731,156,1834,1.961538462
40.7428,-73.9823,156,1646,1.891025641
40.7446,-73.9888,156,1777,1.935897436
40.753,-73.9855,156,2125,1.679487179
40.7466,-73.9902,156,2042.5,1.762820513
40.7185,-73.9854,156,2239,1.884615385
40.7516,-73.971,156,1974,1.621794872
40.7251,-73.9811,156,1998,1.730769231
40.7251,-73.9841,156,1965.5,1.743589744
40.7623,-73.9681,156,1822.5,1.384615385
40.7591,-73.992,156,1944.75,1.66025641
40.7594,-73.9682,156,1803,1.570512821
40.733,-74.007,156,2084.5,1.570512821
40.7602,-73.9839,156,2221,1.66025641
40.754,-73.9922,156,2047.5,1.570512821
40.7195,-73.9944,156,2175,1.602564103
40.7254,-73.9924,156,2032,1.826923077
40.7198,-73.99,156,2024.5,1.935897436
40.7632,-73.9979,155,2316.5,1.703225806
40.7552,-73.9712,155,2113,1.6
40.7229,-73.9834,155,2057,1.793548387
40.7521,-73.9776,155,2054.5,1.561290323
40.7314,-74.0067,155,2070,1.84516129
40.7343,-74.0032,155,1552.5,1.748387097
40.7198,-73.9899,155,1985,1.587096774
40.7448,-73.981,155,1504,1.729032258
40.7676,-73.9826,155,2300.5,1.703225806
40.7298,-74.0097,155,1640,2.303225806
40.7446,-73.989,155,1824.75,1.84516129
40.7479,-73.9847,155,1422.5,1.735483871
40.7663,-73.9869,155,1961.5,1.825806452
40.7499,-73.9879,155,1814,1.8
40.7085,-73.94,155,2059,1.948387097
40.7235,-73.9908,155,2269.5,1.703225806
40.7542,-73.992,155,2024,1.767741935
40.7205,-73.9971,155,1758,1.658064516
40.722,-73.9577,155,2559,1.890322581
40.774,-73.8735,155,4305.5,2.329032258
40.7243,-73.9876,155,2021.5,1.890322581
40.7429,-73.9926,155,1946,1.477419355
40.7242,-73.9925,155,1980,1.6
40.7526,-73.9857,155,1924.5,1.825806452
40.7258,-73.9896,155,1988,1.716129032
40.8214,-73.9543,155,1942,1.690322581
40.7555,-73.9679,155,1800.5,1.619354839
40.7504,-73.9871,155,1934.5,1.780645161
40.7127,-73.9569,155,1688,1.658064516
40.78,-73.9501,155,2070.5,1.612903226
40.7359,-73.9935,155,1951.5,1.477419355
40.7223,-73.9802,155,1996,1.735483871
40.757,-73.9699,155,2109.5,1.761290323
40.7629,-73.9675,155,2210,1.722580645
40.7246,-73.9923,155,1930.5,1.774193548
40.7576,-73.9691,155,1718.5,1.651612903
40.7519,-73.9771,155,1914,1.535483871
40.6471,-73.7897,155,6543.26,1.664516129
40.7289,-73.9873,155,2099.5,1.709677419
40.7736,-73.9815,155,1960,1.819354839
40.7305,-73.9924,155,2220,1.664516129
40.7478,-73.9853,155,1861,1.793548387
40.7469,-73.9854,155,1950.5,1.729032258
40.73,-73.9893,155,1727,1.896774194
40.7605,-73.9894,155,2008,1.851612903
40.7326,-73.9857,155,2035.5,1.748387097
40.7278,-73.999,155,2130,1.95483871
40.733,-73.9814,155,2076,1.864516129
40.7616,-73.9942,155,1855,1.632258065
40.737,-74.0055,155,1716.5,1.470967742
40.7598,-73.984,155,1836,1.722580645
40.7833,-73.9783,155,1859.5,1.496774194
40.7462,-73.9905,155,1805,1.851612903
40.7992,-73.9686,155,2475.5,1.729032258
40.7235,-74.0079,155,2224.5,1.761290323
40.764,-73.9884,155,2071,1.716129032
40.7787,-73.9541,155,1507,1.851612903
40.7167,-73.9568,155,1729,1.987096774
40.7571,-73.9718,155,1780,1.548387097
40.7286,-73.9818,155,2008,1.509677419
40.7493,-73.984,155,1881,1.767741935
40.712,-73.9409,155,1992,1.470967742
40.7234,-74.0029,155,1921.5,1.806451613
40.7198,-73.9885,155,2101,1.84516129
40.7354,-73.9941,155,1762,1.683870968
40.7207,-73.9881,155,2008.5,1.916129032
40.7335,-73.9898,155,1742,1.825806452
40.7448,-73.9761,155,1814.5,1.541935484
40.7424,-73.9858,155,1282.5,1.722580645
40.7456,-73.9776,155,1822,1.916129032
40.7169,-73.9565,155,1929.5,1.632258065
40.7386,-73.9857,155,1594,1.638709677
40.7616,-73.9864,155,2073.5,1.567741935
40.75,-73.9723,155,2099.5,1.593548387
40.7618,-73.9791,155,2116.5,1.896774194
40.7525,-73.978,155,1658.5,1.761290323
40.7288,-74.0054,155,2235.5,1.670967742
40.7296,-73.9986,155,2129.5,1.638709677
40.7161,-74.0088,155,2168,1.64516129
40.7258,-74.0077,155,1968.5,1.787096774
40.7772,-73.979,155,2119.5,1.64516129
40.7631,-73.9676,155,2088.5,1.477419355
40.787,-73.9777,155,2068,1.709677419
40.7626,-73.9859,155,2237,1.883870968
40.7263,-73.9772,155,2079.5,1.741935484
40.7517,-74.0041,155,1534,1.974193548
40.7267,-73.9958,155,1715.5,1.664516129
40.7354,-74.0005,155,1770,1.703225806
40.7256,-74.0057,155,1795.5,1.6
40.6811,-73.9943,155,2047.5,1.535483871
40.7467,-73.9938,155,2084,1.64516129
40.7563,-73.9871,155,2239,1.780645161
40.7789,-73.954,155,1522,1.741935484
40.7437,-74.0058,155,1804.5,1.625806452
40.7332,-73.9875,154,1798,1.753246753
40.7331,-73.9813,154,1978.5,1.811688312
40.757,-73.9826,154,2028,1.733766234
40.7808,-73.9497,154,1746,1.785714286
40.7677,-73.9814,154,1934.5,1.714285714
40.7411,-73.9979,154,1831,1.642857143
40.7217,-73.9891,154,1972.5,1.909090909
40.7389,-74.0082,154,1771,1.649350649
40.7552,-73.9838,154,1825.5,1.805194805
40.727,-74.0001,154,2277.5,1.87012987
40.7257,-73.9976,154,2198.5,1.701298701
